Date,Maximum,Minimum,Average,Departure,HDD,CDD,Precipitation,New Snow,Snow Depth
2010-01-01,70,51,60.5,2.9,4,0,0,0,0
2010-01-02,78,50,64,6.4,1,0,0,0,0
2010-01-03,79,54,66.5,8.9,0,2,0,0,0
2010-01-04,77,56,66.5,8.8,0,2,0,0,0
2010-01-05,78,54,66,8.3,0,1,0,0,0
2010-01-06,76,52,64,6.2,1,0,0,0,0
2010-01-07,74,49,61.5,3.7,3,0,0,0,0
2010-01-08,79,51,65,7.2,0,0,0,0,0
2010-01-09,77,58,67.5,9.6,0,3,0,0,0
2010-01-10,77,54,65.5,7.6,0,1,0,0,0
2010-01-11,81,52,66.5,8.6,0,2,0,0,0
2010-01-12,73,53,63,5,2,0,0,0,0
2010-01-13,66,54,60,2,5,0,0.16,0,0
2010-01-14,74,51,62.5,4.5,2,0,0,0,0
2010-01-15,76,50,63,5,2,0,0,0,0
2010-01-16,71,54,62.5,4.4,2,0,0,0,0
2010-01-17,66,54,60,1.9,5,0,0.31,0,0
2010-01-18,62,56,59,0.9,6,0,1.12,0,0
2010-01-19,58,50,54,-4.1,11,0,0.61,0,0
2010-01-20,59,51,55,-3.1,10,0,1.2,0,0
2010-01-21,58,50,54,-4.1,11,0,0.97,0,0
2010-01-22,53,46,49.5,-8.7,15,0,0.37,0,0
2010-01-23,60,42,51,-7.2,14,0,0,0,0
2010-01-24,64,43,53.5,-4.7,11,0,0,0,0
2010-01-25,67,46,56.5,-1.7,8,0,0,0,0
2010-01-26,61,47,54,-4.2,11,0,0.2,0,0
2010-01-27,69,54,61.5,3.3,3,0,0,0,0
2010-01-28,71,50,60.5,2.3,4,0,0,0,0
2010-01-29,68,50,59,0.7,6,0,0,0,0
2010-01-30,64,48,56,-2.3,9,0,0,0,0
2010-01-31,66,47,56.5,-1.8,8,0,0,0,0
2010-02-01,68,50,59,0.7,6,0,0,0,0
2010-02-02,66,54,60,1.6,5,0,0,0,0
2010-02-03,70,49,59.5,1.1,5,0,0,0,0
2010-02-04,65,55,60,1.6,5,0,0,0,0
2010-02-05,58,54,56,-2.4,9,0,0.94,0,0
2010-02-06,63,51,57,-1.5,8,0,1.91,0,0
2010-02-07,64,45,54.5,-4,10,0,0,0,0
2010-02-08,64,49,56.5,-2.1,8,0,0,0,0
2010-02-09,59,45,52,-6.6,13,0,0.44,0,0
2010-02-10,65,40,52.5,-6.2,12,0,0,0,0
2010-02-11,65,50,57.5,-1.2,7,0,0,0,0
2010-02-12,67,50,58.5,-0.3,6,0,0,0,0
2010-02-13,75,49,62,3.2,3,0,0,0,0
2010-02-14,81,52,66.5,7.6,0,2,0,0,0
2010-02-15,82,57,69.5,10.6,0,5,0,0,0
2010-02-16,84,57,70.5,11.5,0,6,0,0,0
2010-02-17,80,55,67.5,8.5,0,3,0,0,0
2010-02-18,69,56,62.5,3.4,2,0,0,0,0
2010-02-19,64,54,59,-0.2,6,0,0.09,0,0
2010-02-20,64,52,58,-1.2,7,0,0.05,0,0
2010-02-21,65,54,59.5,0.2,5,0,0.03,0,0
2010-02-22,70,52,61,1.6,4,0,0,0,0
2010-02-23,69,47,58,-1.4,7,0,0,0,0
2010-02-24,66,53,59.5,0,5,0,0.01,0,0
2010-02-25,70,53,61.5,1.9,3,0,0,0,0
2010-02-26,75,56,65.5,5.9,0,1,0,0,0
2010-02-27,63,52,57.5,-2.2,7,0,0.8,0,0
2010-02-28,68,47,57.5,-2.3,7,0,0,0,0
2010-03-01,71,52,61.5,1.7,3,0,0,0,0
2010-03-02,67,56,61.5,1.6,3,0,0,0,0
2010-03-03,66,54,60,0.1,5,0,0.06,0,0
2010-03-04,64,49,56.5,-3.5,8,0,0,0,0
2010-03-05,68,49,58.5,-1.5,6,0,0,0,0
2010-03-06,62,52,57,-3.1,8,0,0.42,0,0
2010-03-07,66,50,58,-2.2,7,0,0,0,0
2010-03-08,66,54,60,-0.2,5,0,0,0,0
2010-03-09,62,49,55.5,-4.8,9,0,0,0,0
2010-03-10,64,50,57,-3.3,8,0,0,0,0
2010-03-11,68,47,57.5,-2.9,7,0,0,0,0
2010-03-12,71,49,60,-0.4,5,0,0,0,0
2010-03-13,66,52,59,-1.4,6,0,0,0,0
2010-03-14,71,49,60,-0.5,5,0,0,0,0
2010-03-15,82,49,65.5,5,0,1,0,0,0
2010-03-16,88,58,73,12.4,0,8,0,0,0
2010-03-17,87,61,74,13.4,0,9,0,0,0
2010-03-18,78,59,68.5,7.8,0,4,0,0,0
2010-03-19,74,55,64.5,3.8,0,0,0,0,0
2010-03-20,81,54,67.5,6.7,0,3,0,0,0
2010-03-21,80,52,66,5.2,0,1,0,0,0
2010-03-22,72,53,62.5,1.6,2,0,0,0,0
2010-03-23,73,57,65,4.1,0,0,0,0,0
2010-03-24,75,55,65,4,0,0,0,0,0
2010-03-25,67,55,61,0,4,0,0,0,0
2010-03-26,73,53,63,1.9,2,0,0,0,0
2010-03-27,83,53,68,6.8,0,3,0,0,0
2010-03-28,85,58,71.5,10.3,0,7,0,0,0
2010-03-29,81,57,69,7.7,0,4,0,0,0
2010-03-30,68,58,63,1.6,2,0,0,0,0
2010-03-31,66,53,59.5,-2,5,0,0,0,0
2010-04-01,64,50,57,-4.5,8,0,0,0,0
2010-04-02,69,52,60.5,-1.1,4,0,0,0,0
2010-04-03,70,53,61.5,-0.2,3,0,0,0,0
2010-04-04,65,53,59,-2.8,6,0,0.03,0,0
2010-04-05,64,53,58.5,-3.4,6,0,0.57,0,0
2010-04-06,72,49,60.5,-1.5,4,0,0,0,0
2010-04-07,82,52,67,4.9,0,2,0,0,0
2010-04-08,84,58,71,8.8,0,6,0,0,0
2010-04-09,76,57,66.5,4.2,0,2,0,0,0
2010-04-10,67,57,62,-0.4,3,0,0,0,0
2010-04-11,64,54,59,-3.5,6,0,0.72,0,0
2010-04-12,65,52,58.5,-4.2,6,0,0.19,0,0
2010-04-13,67,50,58.5,-4.3,6,0,0,0,0
2010-04-14,70,52,61,-1.9,4,0,0,0,0
2010-04-15,73,53,63,0,2,0,0,0,0
2010-04-16,72,54,63,-0.1,2,0,0,0,0
2010-04-17,76,55,65.5,2.2,0,1,0,0,0
2010-04-18,76,55,65.5,2.1,0,1,0,0,0
2010-04-19,73,58,65.5,2,0,1,0,0,0
2010-04-20,68,52,60,-3.6,5,0,0.11,0,0
2010-04-21,63,48,55.5,-8.3,9,0,0,0,0
2010-04-22,61,49,55,-8.9,10,0,0,0,0
2010-04-23,69,49,59,-5,6,0,0,0,0
2010-04-24,70,55,62.5,-1.6,2,0,0,0,0
2010-04-25,75,54,64.5,0.3,0,0,0,0,0
2010-04-26,73,55,64,-0.3,1,0,0,0,0
2010-04-27,67,58,62.5,-1.9,2,0,0.01,0,0
2010-04-28,67,57,62,-2.5,3,0,0.02,0,0
2010-04-29,70,55,62.5,-2.1,2,0,0,0,0
2010-04-30,75,55,65,0.3,0,0,0,0,0
2010-05-01,73,56,64.5,-0.3,0,0,0,0,0
2010-05-02,74,59,66.5,1.6,0,2,0,0,0
2010-05-03,81,57,69,4,0,4,0,0,0
2010-05-04,79,57,68,2.9,0,3,0,0,0
2010-05-05,74,59,66.5,1.3,0,2,0,0,0
2010-05-06,75,58,66.5,1.3,0,2,0,0,0
2010-05-07,79,58,68.5,3.2,0,4,0,0,0
2010-05-08,77,59,68,2.6,0,3,0,0,0
2010-05-09,68,57,62.5,-2.9,2,0,0,0,0
2010-05-10,69,55,62,-3.5,3,0,0,0,0
2010-05-11,69,53,61,-4.5,4,0,0,0,0
2010-05-12,74,55,64.5,-1.1,0,0,0,0,0
2010-05-13,76,58,67,1.3,0,2,0,0,0
2010-05-14,73,58,65.5,-0.2,0,1,0,0,0
2010-05-15,73,58,65.5,-0.3,0,1,0,0,0
2010-05-16,73,58,65.5,-0.3,0,1,0,0,0
2010-05-17,64,58,61,-4.8,4,0,0,0,0
2010-05-18,69,57,63,-2.9,2,0,0.03,0,0
2010-05-19,74,59,66.5,0.6,0,2,0,0,0
2010-05-20,78,59,68.5,2.5,0,4,0,0,0
2010-05-21,73,59,66,0,0,1,0,0,0
2010-05-22,71,56,63.5,-2.6,1,0,0,0,0
2010-05-23,67,56,61.5,-4.7,3,0,0,0,0
2010-05-24,70,56,63,-3.2,2,0,0,0,0
2010-05-25,72,54,63,-3.3,2,0,0,0,0
2010-05-26,71,58,64.5,-1.9,0,0,0,0,0
2010-05-27,69,58,63.5,-2.9,1,0,0.02,0,0
2010-05-28,72,55,63.5,-3,1,0,0,0,0
2010-05-29,81,57,69,2.4,0,4,0,0,0
2010-05-30,84,60,72,5.3,0,7,0,0,0
2010-05-31,79,61,70,3.2,0,5,0,0,0
2010-06-01,75,61,68,1.1,0,3,0,0,0
2010-06-02,75,61,68,1,0,3,0,0,0
2010-06-03,77,60,68.5,1.4,0,4,0,0,0
2010-06-04,77,63,70,2.8,0,5,0,0,0
2010-06-05,81,64,72.5,5.1,0,8,0,0,0
2010-06-06,81,65,73,5.5,0,8,0,0,0
2010-06-07,77,64,70.5,2.8,0,6,0,0,0
2010-06-08,74,64,69,1.2,0,4,0,0,0
2010-06-09,75,64,69.5,1.5,0,5,0,0,0
2010-06-10,75,65,70,1.9,0,5,0,0,0
2010-06-11,74,63,68.5,0.2,0,4,0,0,0
2010-06-12,75,63,69,0.5,0,4,0,0,0
2010-06-13,75,62,68.5,-0.1,0,4,0,0,0
2010-06-14,79,61,70,1.2,0,5,0,0,0
2010-06-15,81,63,72,3,0,7,0,0,0
2010-06-16,78,63,70.5,1.3,0,6,0,0,0
2010-06-17,78,61,69.5,0.1,0,5,0,0,0
2010-06-18,78,62,70,0.4,0,5,0,0,0
2010-06-19,78,61,69.5,-0.3,0,5,0,0,0
2010-06-20,79,60,69.5,-0.5,0,5,0,0,0
2010-06-21,75,61,68,-2.2,0,3,0,0,0
2010-06-22,78,62,70,-0.4,0,5,0,0,0
2010-06-23,78,61,69.5,-1.1,0,5,0,0,0
2010-06-24,80,62,71,0.3,0,6,0,0,0
2010-06-25,78,63,70.5,-0.4,0,6,0,0,0
2010-06-26,76,64,70,-1.1,0,5,0,0,0
2010-06-27,79,64,71.5,0.2,0,7,0,0,0
2010-06-28,78,64,71,-0.5,0,6,0,0,0
2010-06-29,73,63,68,-3.7,0,3,0,0,0
2010-06-30,76,63,69.5,-2.3,0,5,0,0,0
2010-07-01,77,63,70,-2,0,5,0,0,0
2010-07-02,77,62,69.5,-2.6,0,5,0,0,0
2010-07-03,77,64,70.5,-1.8,0,6,0,0,0
2010-07-04,77,63,70,-2.4,0,5,0,0,0
2010-07-05,75,63,69,-3.6,0,4,0,0,0
2010-07-06,72,62,67,-5.7,0,2,0,0,0
2010-07-07,71,62,66.5,-6.3,0,2,0,0,0
2010-07-08,70,63,66.5,-6.4,0,2,0,0,0
2010-07-09,74,62,68,-5,0,3,0,0,0
2010-07-10,81,64,72.5,-0.6,0,8,0,0,0
2010-07-11,79,64,71.5,-1.7,0,7,0,0,0
2010-07-12,75,64,69.5,-3.8,0,5,0,0,0
2010-07-13,86,64,75,1.6,0,10,0,0,0
2010-07-14,94,67,80.5,7,0,16,0,0,0
2010-07-15,92,71,81.5,8,0,17,0,0,0
2010-07-16,95,70,82.5,8.9,0,18,0,0,0
2010-07-17,90,69,79.5,5.9,0,15,0,0,0
2010-07-18,87,68,77.5,3.8,0,13,0,0,0
2010-07-19,86,68,77,3.3,0,12,0,0,0
2010-07-20,80,65,72.5,-1.2,0,8,0,0,0
2010-07-21,78,66,72,-1.8,0,7,0,0,0
2010-07-22,77,66,71.5,-2.3,0,7,0,0,0
2010-07-23,77,63,70,-3.8,0,5,0,0,0
2010-07-24,78,62,70,-3.8,0,5,0,0,0
2010-07-25,78,64,71,-2.9,0,6,0,0,0
2010-07-26,76,63,69.5,-4.4,0,5,0,0,0
2010-07-27,73,63,68,-5.9,0,3,0,0,0
2010-07-28,75,62,68.5,-5.4,0,4,0,0,0
2010-07-29,78,61,69.5,-4.4,0,5,0,0,0
2010-07-30,76,62,69,-4.9,0,4,0,0,0
2010-07-31,81,63,72,-1.9,0,7,0,0,0
2010-08-01,79,61,70,-3.9,0,5,0,0,0
2010-08-02,80,59,69.5,-4.5,0,5,0,0,0
2010-08-03,84,61,72.5,-1.5,0,8,0,0,0
2010-08-04,80,62,71,-3,0,6,0,0,0
2010-08-05,80,62,71,-3,0,6,0,0,0
2010-08-06,80,62,71,-3,0,6,0,0,0
2010-08-07,79,63,71,-3,0,6,0,0,0
2010-08-08,78,63,70.5,-3.6,0,6,0,0,0
2010-08-09,77,62,69.5,-4.6,0,5,0,0,0
2010-08-10,79,63,71,-3.1,0,6,0,0,0
2010-08-11,78,63,70.5,-3.6,0,6,0,0,0
2010-08-12,78,61,69.5,-4.7,0,5,0,0,0
2010-08-13,78,62,70,-4.2,0,5,0,0,0
2010-08-14,80,61,70.5,-3.7,0,6,0,0,0
2010-08-15,81,60,70.5,-3.7,0,6,0,0,0
2010-08-16,83,63,73,-1.3,0,8,0,0,0
2010-08-17,93,69,81,6.7,0,16,0,0,0
2010-08-18,94,71,82.5,8.2,0,18,0,0,0
2010-08-19,90,67,78.5,4.1,0,14,0,0,0
2010-08-20,88,65,76.5,2.1,0,12,0,0,0
2010-08-21,86,64,75,0.6,0,10,0,0,0
2010-08-22,91,66,78.5,4.1,0,14,0,0,0
2010-08-23,98,65,81.5,7.1,0,17,0,0,0
2010-08-24,94,71,82.5,8,0,18,0,0,0
2010-08-25,90,69,79.5,5,0,15,0,0,0
2010-08-26,87,67,77,2.5,0,12,0,0,0
2010-08-27,83,65,74,-0.5,0,9,0,0,0
2010-08-28,77,66,71.5,-3,0,7,0,0,0
2010-08-29,73,65,69,-5.5,0,4,0,0,0
2010-08-30,78,64,71,-3.5,0,6,0,0,0
2010-08-31,82,62,72,-2.4,0,7,0,0,0
2010-09-01,83,61,72,-2.4,0,7,0,0,0
2010-09-02,85,61,73,-1.4,0,8,0,0,0
2010-09-03,83,61,72,-2.3,0,7,0,0,0
2010-09-04,90,63,76.5,2.2,0,12,0,0,0
2010-09-05,86,62,74,-0.2,0,9,0,0,0
2010-09-06,80,66,73,-1.2,0,8,0,0,0
2010-09-07,73,66,69.5,-4.6,0,5,0,0,0
2010-09-08,73,66,69.5,-4.5,0,5,0,0,0
2010-09-09,78,63,70.5,-3.5,0,6,0,0,0
2010-09-10,79,60,69.5,-4.4,0,5,0,0,0
2010-09-11,74,60,67,-6.8,0,2,0,0,0
2010-09-12,77,60,68.5,-5.2,0,4,0,0,0
2010-09-13,80,61,70.5,-3.1,0,6,0,0,0
2010-09-14,83,64,73.5,0,0,9,0,0,0
2010-09-15,81,60,70.5,-2.9,0,6,0,0,0
2010-09-16,79,59,69,-4.2,0,4,0,0,0
2010-09-17,78,59,68.5,-4.6,0,4,0,0,0
2010-09-18,81,60,70.5,-2.5,0,6,0,0,0
2010-09-19,80,58,69,-3.8,0,4,0,0,0
2010-09-20,80,62,71,-1.7,0,6,0,0,0
2010-09-21,72,64,68,-4.5,0,3,0,0,0
2010-09-22,75,63,69,-3.4,0,4,0,0,0
2010-09-23,83,60,71.5,-0.7,0,7,0,0,0
2010-09-24,94,62,78,5.9,0,13,0,0,0
2010-09-25,98,66,82,10.1,0,17,0,0,0
2010-09-26,105,68,86.5,14.7,0,22,0,0,0
2010-09-27,113,77,95,23.4,0,30,0,0,0
2010-09-28,99,78,88.5,17,0,24,0,0,0
2010-09-29,92,72,82,10.7,0,17,0,0,0
2010-09-30,94,70,82,10.9,0,17,0,0,0
2010-10-01,90,71,80.5,9.5,0,16,0,0,0
2010-10-02,90,68,79,8.2,0,14,0,0,0
2010-10-03,80,66,73,2.3,0,8,0,0,0
2010-10-04,68,61,64.5,-6,0,0,0.1,0,0
2010-10-05,71,62,66.5,-3.8,0,2,0,0,0
2010-10-06,70,62,66,-4.2,0,1,0.3,0,0
2010-10-07,75,62,68.5,-1.5,0,4,0,0,0
2010-10-08,81,59,70,0.1,0,5,0,0,0
2010-10-09,88,62,75,5.3,0,10,0,0,0
2010-10-10,93,63,78,8.4,0,13,0,0,0
2010-10-11,88,67,77.5,8.1,0,13,0,0,0
2010-10-12,82,66,74,4.7,0,9,0,0,0
2010-10-13,80,65,72.5,3.4,0,8,0,0,0
2010-10-14,77,66,71.5,2.5,0,7,0,0,0
2010-10-15,74,67,70.5,1.7,0,6,0,0,0
2010-10-16,71,67,69,0.4,0,4,0,0,0
2010-10-17,69,65,67,-1.5,0,2,0.01,0,0
2010-10-18,71,65,68,-0.3,0,3,0,0,0
2010-10-19,74,64,69,0.8,0,4,0.04,0,0
2010-10-20,69,65,67,-1,0,2,0.06,0,0
2010-10-21,70,65,67.5,-0.4,0,3,0,0,0
2010-10-22,69,60,64.5,-3.2,0,0,0.02,0,0
2010-10-23,70,60,65,-2.5,0,0,0,0,0
2010-10-24,71,57,64,-3.4,1,0,0.12,0,0
2010-10-25,74,61,67.5,0.3,0,3,0.08,0,0
2010-10-26,72,56,64,-3,1,0,0,0,0
2010-10-27,82,55,68.5,1.7,0,4,0,0,0
2010-10-28,84,58,71,4.4,0,6,0,0,0
2010-10-29,79,55,67,0.6,0,2,0,0,0
2010-10-30,68,56,62,-4.2,3,0,0.21,0,0
2010-10-31,68,54,61,-5,4,0,0,0,0
2010-11-01,84,54,69,3.2,0,4,0,0,0
2010-11-02,90,58,74,8.4,0,9,0,0,0
2010-11-03,97,63,80,14.6,0,15,0,0,0
2010-11-04,96,65,80.5,15.3,0,16,0,0,0
2010-11-05,88,65,76.5,11.5,0,12,0,0,0
2010-11-06,74,59,66.5,1.8,0,2,0,0,0
2010-11-07,69,57,63,-1.5,2,0,0,0,0
2010-11-08,68,55,61.5,-2.8,3,0,0.16,0,0
2010-11-09,68,49,58.5,-5.5,6,0,0,0,0
2010-11-10,66,48,57,-6.8,8,0,0,0,0
2010-11-11,74,50,62,-1.5,3,0,0,0,0
2010-11-12,76,47,61.5,-1.8,3,0,0,0,0
2010-11-13,81,51,66,3,0,1,0,0,0
2010-11-14,78,52,65,2.2,0,0,0,0,0
2010-11-15,76,53,64.5,2,0,0,0,0,0
2010-11-16,70,51,60.5,-1.8,4,0,0,0,0
2010-11-17,71,54,62.5,0.5,2,0,0,0,0
2010-11-18,69,50,59.5,-2.3,5,0,0,0,0
2010-11-19,62,57,59.5,-2,5,0,0.01,0,0
2010-11-20,64,50,57,-4.3,8,0,0.03,0,0
2010-11-21,61,49,55,-6,10,0,0.21,0,0
2010-11-22,61,45,53,-7.8,12,0,0,0,0
2010-11-23,61,48,54.5,-6,10,0,0,0,0
2010-11-24,60,47,53.5,-6.8,11,0,0,0,0
2010-11-25,63,42,52.5,-7.6,12,0,0,0,0
2010-11-26,68,44,56,-3.8,9,0,0,0,0
2010-11-27,62,41,51.5,-8.1,13,0,0.12,0,0
2010-11-28,58,44,51,-8.4,14,0,0,0,0
2010-11-29,63,43,53,-6.2,12,0,0,0,0
2010-11-30,67,39,53,-6,12,0,0,0,0
2010-12-01,73,48,60.5,1.7,4,0,0,0,0
2010-12-02,74,47,60.5,1.8,4,0,0,0,0
2010-12-03,71,48,59.5,1,5,0,0,0,0
2010-12-04,64,50,57,-1.3,8,0,0,0,0
2010-12-05,68,50,59,0.8,6,0,0.29,0,0
2010-12-06,68,51,59.5,1.4,5,0,0.03,0,0
2010-12-07,77,48,62.5,4.6,2,0,0,0,0
2010-12-08,73,49,61,3.2,4,0,0,0,0
2010-12-09,69,49,59,1.3,6,0,0,0,0
2010-12-10,73,51,62,4.4,3,0,0,0,0
2010-12-11,78,51,64.5,7,0,0,0,0,0
2010-12-12,85,58,71.5,14,0,7,0,0,0
2010-12-13,80,52,66,8.6,0,1,0,0,0
2010-12-14,60,51,55.5,-1.8,9,0,0,0,0
2010-12-15,61,54,57.5,0.2,7,0,0,0,0
2010-12-16,63,53,58,0.7,7,0,0.03,0,0
2010-12-17,57,53,55,-2.2,10,0,0.27,0,0
2010-12-18,61,57,59,1.8,6,0,1.19,0,0
2010-12-19,63,57,60,2.8,5,0,2.8,0,0
2010-12-20,61,54,57.5,0.3,7,0,1.32,0,0
2010-12-21,58,53,55.5,-1.7,9,0,0.89,0,0
2010-12-22,61,52,56.5,-0.7,8,0,1.7,0,0
2010-12-23,62,50,56,-1.2,9,0,0,0,0
2010-12-24,68,47,57.5,0.2,7,0,0,0,0
2010-12-25,62,47,54.5,-2.8,10,0,0.63,0,0
2010-12-26,63,48,55.5,-1.8,9,0,0.27,0,0
2010-12-27,67,43,55,-2.4,10,0,0,0,0
2010-12-28,66,45,55.5,-1.9,9,0,0,0,0
2010-12-29,57,49,53,-4.4,12,0,0.81,0,0
2010-12-30,55,45,50,-7.5,15,0,0,0,0
2010-12-31,57,37,47,-10.5,18,0,0,0,0
2011-01-01,59,45,52,-5.6,13,0,0,0,0
2011-01-02,52,45,48.5,-9.1,16,0,0.47,0,0
2011-01-03,57,44,50.5,-7.1,14,0,0.11,0,0
2011-01-04,64,43,53.5,-4.2,11,0,0,0,0
2011-01-05,67,46,56.5,-1.2,8,0,0,0,0
2011-01-06,70,51,60.5,2.7,4,0,0,0,0
2011-01-07,63,49,56,-1.8,9,0,0,0,0
2011-01-08,60,51,55.5,-2.3,9,0,0,0,0
2011-01-09,60,48,54,-3.9,11,0,0,0,0
2011-01-10,63,45,54,-3.9,11,0,0,0,0
2011-01-11,64,50,57,-0.9,8,0,0,0,0
2011-01-12,72,48,60,2,5,0,0,0,0
2011-01-13,75,52,63.5,5.5,1,0,0,0,0
2011-01-14,80,51,65.5,7.5,0,1,0,0,0
2011-01-15,82,51,66.5,8.5,0,2,0,0,0
2011-01-16,81,52,66.5,8.4,0,2,0,0,0
2011-01-17,84,55,69.5,11.4,0,5,0,0,0
2011-01-18,82,60,71,12.9,0,6,0,0,0
2011-01-19,70,53,61.5,3.4,3,0,0,0,0
2011-01-20,77,50,63.5,5.4,1,0,0,0,0
2011-01-21,75,49,62,3.9,3,0,0,0,0
2011-01-22,71,48,59.5,1.3,5,0,0,0,0
2011-01-23,77,48,62.5,4.3,2,0,0,0,0
2011-01-24,75,47,61,2.8,4,0,0,0,0
2011-01-25,76,49,62.5,4.3,2,0,0,0,0
2011-01-26,77,48,62.5,4.3,2,0,0,0,0
2011-01-27,75,47,61,2.8,4,0,0,0,0
2011-01-28,74,49,61.5,3.3,3,0,0,0,0
2011-01-29,67,45,56,-2.3,9,0,0,0,0
2011-01-30,58,49,53.5,-4.8,11,0,0.21,0,0
2011-01-31,65,45,55,-3.3,10,0,0,0,0
2011-02-01,63,49,56,-2.3,9,0,0,0,0
2011-02-02,64,41,52.5,-5.9,12,0,0,0,0
2011-02-03,62,39,50.5,-7.9,14,0,0,0,0
2011-02-04,66,43,54.5,-3.9,10,0,0,0,0
2011-02-05,67,45,56,-2.4,9,0,0,0,0
2011-02-06,76,49,62.5,4,2,0,0,0,0
2011-02-07,79,51,65,6.5,0,0,0,0,0
2011-02-08,67,53,60,1.4,5,0,0,0,0
2011-02-09,70,48,59,0.4,6,0,0,0,0
2011-02-10,69,44,56.5,-2.2,8,0,0,0,0
2011-02-11,75,47,61,2.3,4,0,0,0,0
2011-02-12,80,52,66,7.2,0,1,0,0,0
2011-02-13,71,50,60.5,1.7,4,0,0,0,0
2011-02-14,65,49,57,-1.9,8,0,0,0,0
2011-02-15,64,54,59,0.1,6,0,0,0,0
2011-02-16,62,48,55,-4,10,0,0.65,0,0
2011-02-17,60,43,51.5,-7.5,13,0,0,0,0
2011-02-18,62,50,56,-3.1,9,0,0.53,0,0
2011-02-19,58,45,51.5,-7.7,13,0,0.91,0,0
2011-02-20,59,41,50,-9.2,15,0,0,0,0
2011-02-21,60,44,52,-7.3,13,0,0,0,0
2011-02-22,62,43,52.5,-6.9,12,0,0,0,0
2011-02-23,61,45,53,-6.4,12,0,0,0,0
2011-02-24,60,44,52,-7.5,13,0,0,0,0
2011-02-25,57,50,53.5,-6.1,11,0,0.97,0,0
2011-02-26,56,43,49.5,-10.1,15,0,0.23,0,0
2011-02-27,58,42,50,-9.7,15,0,0,0,0
2011-02-28,66,41,53.5,-6.3,11,0,0,0,0
2011-03-01,63,43,53,-6.8,12,0,0,0,0
2011-03-02,65,47,56,-3.9,9,0,0.15,0,0
2011-03-03,67,52,59.5,-0.4,5,0,0.01,0,0
2011-03-04,75,52,63.5,3.5,1,0,0,0,0
2011-03-05,79,53,66,6,0,1,0,0,0
2011-03-06,63,51,57,-3.1,8,0,0,0,0
2011-03-07,67,54,60.5,0.3,4,0,0,0,0
2011-03-08,70,52,61,0.8,4,0,0,0,0
2011-03-09,85,53,69,8.7,0,4,0,0,0
2011-03-10,80,53,66.5,6.2,0,2,0,0,0
2011-03-11,71,52,61.5,1.1,3,0,0,0,0
2011-03-12,66,51,58.5,-1.9,6,0,0,0,0
2011-03-13,68,50,59,-1.4,6,0,0,0,0
2011-03-14,72,51,61.5,1,3,0,0,0,0
2011-03-15,76,56,66,5.5,0,1,0,0,0
2011-03-16,70,54,62,1.4,3,0,0,0,0
2011-03-17,71,54,62.5,1.9,2,0,0,0,0
2011-03-18,68,51,59.5,-1.2,5,0,0,0,0
2011-03-19,60,52,56,-4.7,9,0,0.03,0,0
2011-03-20,56,50,53,-7.8,12,0,2.42,0,0
2011-03-21,58,48,53,-7.8,12,0,0.16,0,0
2011-03-22,61,47,54,-6.9,11,0,0,0,0
2011-03-23,62,46,54,-6.9,11,0,0.39,0,0
2011-03-24,62,44,53,-8,12,0,0.15,0,0
2011-03-25,62,50,56,-5,9,0,0.46,0,0
2011-03-26,59,49,54,-7.1,11,0,0,0,0
2011-03-27,64,53,58.5,-2.7,6,0,0.19,0,0
2011-03-28,67,50,58.5,-2.7,6,0,0,0,0
2011-03-29,71,50,60.5,-0.8,4,0,0,0,0
2011-03-30,81,53,67,5.6,0,2,0,0,0
2011-03-31,92,58,75,13.5,0,10,0,0,0
2011-04-01,89,61,75,13.5,0,10,0,0,0
2011-04-02,69,59,64,2.4,1,0,0,0,0
2011-04-03,67,57,62,0.3,3,0,0,0,0
2011-04-04,79,54,66.5,4.7,0,2,0,0,0
2011-04-05,72,55,63.5,1.6,1,0,0,0,0
2011-04-06,71,57,64,2,1,0,0,0,0
2011-04-07,64,50,57,-5.1,8,0,0,0,0
2011-04-08,58,45,51.5,-10.7,13,0,0,0,0
2011-04-09,61,45,53,-9.3,12,0,0,0,0
2011-04-10,68,51,59.5,-2.9,5,0,0,0,0
2011-04-11,71,51,61,-1.5,4,0,0,0,0
2011-04-12,71,54,62.5,-0.2,2,0,0,0,0
2011-04-13,64,54,59,-3.8,6,0,0,0,0
2011-04-14,76,52,64,1.1,1,0,0,0,0
2011-04-15,85,57,71,8,0,6,0,0,0
2011-04-16,91,63,77,13.9,0,12,0,0,0
2011-04-17,77,61,69,5.7,0,4,0,0,0
2011-04-18,67,57,62,-1.4,3,0,0,0,0
2011-04-19,70,56,63,-0.5,2,0,0,0,0
2011-04-20,69,56,62.5,-1.1,2,0,0,0,0
2011-04-21,68,56,62,-1.8,3,0,0,0,0
2011-04-22,69,57,63,-0.9,2,0,0,0,0
2011-04-23,69,57,63,-1,2,0,0,0,0
2011-04-24,67,58,62.5,-1.6,2,0,0,0,0
2011-04-25,70,55,62.5,-1.7,2,0,0,0,0
2011-04-26,77,57,67,2.7,0,2,0,0,0
2011-04-27,85,58,71.5,7.1,0,7,0,0,0
2011-04-28,79,58,68.5,4,0,4,0,0,0
2011-04-29,74,57,65.5,0.9,0,1,0,0,0
2011-04-30,80,55,67.5,2.8,0,3,0,0,0
2011-05-01,83,58,70.5,5.7,0,6,0,0,0
2011-05-02,87,59,73,8.1,0,8,0,0,0
2011-05-03,93,62,77.5,12.5,0,13,0,0,0
